上市公司代码,上市公司简称,门类代码,门类简称,次类代码,次类简称,大类代码,大类简称
603215,比依股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603216,梦天家居,C,制造业,CC,木材、家具,20,木材加工和木、竹、藤、棕、草制品业
603217,元利科技,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603218,日月股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603219,富佳股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603220,中贝通信,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
603221,爱丽家居,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
603222,济民健康,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603223,恒通股份,D,电力、热力、燃气及水生产和供应业,,,45,燃气生产和供应业
603225,新凤鸣,C,制造业,CE,石油、化学、生物医药,28,化学纤维制造业
603226,菲林格尔,C,制造业,CC,木材、家具,20,木材加工和木、竹、藤、棕、草制品业
603227,雪峰科技,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603228,景旺电子,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603229,奥翔药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
603230,内蒙新华,R,文化、体育和娱乐业,,,86,新闻和出版业
603231,索宝蛋白,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
603232,格尔软件,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
603233,大参林,F,批发和零售业,,,52,零售业
603235,天新药业,C,制造业,CA,食品、饮料、烟草,14,食品制造业
603236,移远通信,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603237,五芳斋,C,制造业,CA,食品、饮料、烟草,14,食品制造业
603238,诺邦股份,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
603239,浙江仙通,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
603255,鼎际得,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603256,宏和科技,C,制造业,CF,金属、非金属,30,非金属矿物制品业
603257,中国瑞林,M,科学研究和技术服务业,,,74,专业技术服务业
603258,电魂网络,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
603259,药明康德,M,科学研究和技术服务业,,,73,研究和试验发展
603260,合盛硅业,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603261,*ST立航,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
603266,天龙股份,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
603267,鸿远电子,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603268,*ST松发,C,制造业,CF,金属、非金属,30,非金属矿物制品业
603269,海鸥股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603270,金帝股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603271,永杰新材,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
603272,联翔股份,C,制造业,CD,造纸、印刷、文教,24,文教、工美、体育和娱乐用品制造业
603273,天元智能,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603275,众辰科技,C,制造业,CI,仪器、仪表,40,仪器仪表制造业
603276,恒兴新材,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603277,银都股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603278,大业股份,C,制造业,CF,金属、非金属,33,金属制品业
603279,景津装备,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603280,南方路机,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603281,江瀚新材,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603282,亚光股份,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603283,赛腾股份,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603285,键邦股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603286,日盈电子,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
603288,海天味业,C,制造业,CA,食品、饮料、烟草,14,食品制造业
603289,泰瑞机器,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603290,斯达半导,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603291,联合水务,D,电力、热力、燃气及水生产和供应业,,,46,水的生产和供应业
603296,华勤技术,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603297,永新光学,C,制造业,CI,仪器、仪表,40,仪器仪表制造业
603298,杭叉集团,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603299,苏盐井神,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603300,海南华铁,L,租赁和商务服务业,,,71,租赁业
603301,振德医疗,C,制造业,CE,石油、化学、生物医药,27,医药制造业
603303,得邦照明,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603305,旭升集团,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
603306,华懋科技,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
603307,扬州金泉,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
603308,应流股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603309,维力医疗,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603310,巍华新材,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603311,金海高科,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603312,西典新能,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603313,梦百合,C,制造业,CC,木材、家具,21,家具制造业
603315,福鞍股份,N,水利、环境和公共设施管理业,,,77,生态保护和环境治理业
603316,诚邦股份,E,建筑业,,,48,土木工程建筑业
603317,天味食品,C,制造业,CA,食品、饮料、烟草,14,食品制造业
603318,水发燃气,D,电力、热力、燃气及水生产和供应业,,,45,燃气生产和供应业
603319,美湖股份,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
603320,迪贝电气,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603321,梅轮电梯,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603322,超讯通信,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
603323,苏农银行,J,金融业,,,66,货币金融服务
603324,盛剑科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603325,博隆技术,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603326,我乐家居,C,制造业,CC,木材、家具,21,家具制造业
603327,福蓉科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603328,依顿电子,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603329,上海雅仕,L,租赁和商务服务业,,,72,商务服务业
603330,天洋新材,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
603331,百达精工,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603332,苏州龙杰,C,制造业,CE,石油、化学、生物医药,28,化学纤维制造业
603333,尚纬股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603335,迪生力,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
603336,宏辉果蔬,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
603337,杰克科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603338,浙江鼎力,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603339,四方科技,C,制造业,CF,金属、非金属,33,金属制品业
603341,龙旗科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603344,星德胜,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603345,安井食品,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
603348,文灿股份,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
603350,安乃达,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603351,威尔药业,C,制造业,CE,石油、化学、生物医药,25,石油、煤炭及其他燃料加工业
603353,和顺石油,F,批发和零售业,,,52,零售业
603355,莱克电气,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603356,华菱精工,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603357,设计总院,M,科学研究和技术服务业,,,74,专业技术服务业
603358,华达科技,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
603359,东珠生态,E,建筑业,,,48,土木工程建筑业
603360,百傲化学,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603363,傲农生物,C,制造业,CA,食品、饮料、烟草,13,农副食品加工业
603365,水星家纺,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
603366,日出东方,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603367,辰欣药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
603368,柳药集团,F,批发和零售业,,,51,批发业
603369,今世缘,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
603373,安邦护卫,L,租赁和商务服务业,,,72,商务服务业
603375,盛景微,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603377,ST东时,P,教育,,,83,教育
603378,亚士创能,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603379,三美股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603380,易德龙,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603381,永臻股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603383,顶点软件,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
603385,惠达卫浴,C,制造业,CF,金属、非金属,30,非金属矿物制品业
603386,骏亚科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603387,基蛋生物,C,制造业,CE,石油、化学、生物医药,27,医药制造业
603388,*ST元成,E,建筑业,,,48,土木工程建筑业
603389,*ST亚振,C,制造业,CC,木材、家具,21,家具制造业
603390,通达电气,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
603391,力聚热能,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
603392,万泰生物,C,制造业,CE,石油、化学、生物医药,27,医药制造业
603393,新天然气,D,电力、热力、燃气及水生产和供应业,,,45,燃气生产和供应业
603395,红四方,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
603396,金辰股份,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
603398,*ST沐邦,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
603399,永杉锂业,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
603408,建霖家居,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
603409,汇通控股,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
603416,信捷电气,C,制造业,CI,仪器、仪表,40,仪器仪表制造业
